author,comments,name,press,price,rank
斯蒂芬·茨威格,118041条评论,人类的群星闪耀时：十四篇历史特写（增订版）七年级下册推荐课外,生活.读书.新知三联书店,¥16.80,322.
阿曼达·伍德,974条评论,好奇树：自然世界（孩子身边的自然博物馆，深度知识体系的百科全,长江少年儿童出版社,¥84.90,323.
邱昭瑜,119282条评论,有故事的汉字 第1辑（当当独家订制版，全3册）,青岛出版社,¥39.80,350.
闻钟,27200条评论,阿凡提的故事 新版 彩绘注音版 小学语文新课标必读丛书,南京大学出版社,¥12.80,351.
刘易斯,101772条评论,纳尼亚传奇(全辑共7册),译林出版社,¥64.60,352.
巴金,65516条评论,家（巴金代表作，激流三部曲第一部，人民文学出版社2018年新版）,人民文学出版社,¥37.90,353.
金庸,67709条评论,金庸作品集(朗声旧版)金庸全集(05－08)－射雕英雄传(全四册)（1-,广州出版社,¥68.80,354.
墨羽◎,10104条评论,受益一生的墨菲定律,中国商业出版社,¥23.40,309.
秦文君,52681条评论,贾里贾梅大系  男生贾里全传,少年儿童出版社,¥18.90,310.
郑渊洁,87965条评论,郑渊洁四大名传：鲁西西传,浙江少年儿童出版社,¥15.10,219.
王小波,81076条评论,沉默的大多数：王小波作品（插图珍藏本）,湖南文艺出版社,¥38.00,220.
东野圭吾,303279条评论,秘密 （东野圭吾创作生涯里程碑）,南海出版公司,¥39.80,421.
史铁生,85918条评论,我与地坛（纪念版）（1-9年级必读书单）,人民文学出版社,¥25.20,401.
吴敬梓,5698条评论,儒林外史(教育部统编《语文》推荐阅读丛书),人民文学出版社,¥34.90,365.
奥斯特洛夫斯基,14937条评论,钢铁是怎样炼成的 新版 部编教材八年级（下）推荐必读篇目（全译,商务印书馆,¥28.90,366.
冰心,142566条评论,蝴蝶·豌豆花（平装）,河北教育出版社,¥15.40,367.
李毓佩,37172条评论,中国科普名家名作·数学故事专辑(典藏版）5册/套,中国少年儿童出版社,¥57.40,368.
吴楚材,134321条评论,古文观止（上下）,浙江教育出版社,¥34.80,391.
冬野一子,3678条评论,0-3岁亲子游戏纸板书（全5册）,长江少年儿童出版社,¥132.00,392.
冯友兰,140070条评论,中国哲学简史,北京大学出版社,¥26.20,393.
儒勒·加布里埃尔·凡尔纳,45022条评论,海底两万里（新阅读小学新课标阅读精品书系第二辑）彩绘注音版 儿,山东教育出版社,¥12.30,394.
余华,312800条评论,第七天（2018版）,新星出版社,¥34.90,324.
纳迪娜·布兰,47468条评论,有你真好（全三册）,新疆青少年出版社,¥31.40,325.
莫提默·J.艾德勒,242549条评论,如何阅读一本书,商务印书馆,¥29.90,326.
培生集团,296936条评论,培生幼儿英语：预备级（升级版）,湖北少儿出版社,¥78.30,327.
东野圭吾,654041条评论,东野圭吾：嫌疑人X的献身（王凯、张鲁一推荐，至为纯粹的爱情，绝,南海出版公司,¥26.30,355.
马克·吐温,71926条评论,百万英镑（马克·吐温经典作品集，“马克·吐温”翻译权威张友松,作家出版社,¥16.50,356.
高苏珊娜,250496条评论,法布尔昆虫记（全10册）（儿童彩图版）,北京科学技术出版社,¥138.60,357.
王小波,69956条评论,沉默的大多数（手稿珍藏版）,北京十月文艺出版社,¥30.90,358.
奥斯丁,39077条评论,傲慢与偏见 世界名著典藏,中央编译出版社,¥15.90,311.
陈磊,488461条评论,半小时漫画中国史（修订版）（其实是一本严谨的极简中国史。团购,江苏文艺出版社,¥27.50,312.
安房直子,56872条评论,安房直子月光童话系列（全5册）,接力出版社,¥54.00,313.
阿加莎.克里斯蒂,156848条评论,无人生还：阿加莎 克里斯蒂作品集10（销售记录超过一亿册的侦探小,新星出版社,¥16.80,422.
哈珀·李,61996条评论,杀死一只知更鸟（精装）,译林出版社,¥29.80,423.
余光中,42581条评论,长长的路 我们慢慢走,光明日报出版社,¥49.90,424.
台湾牛顿出版股份有限公司,34090条评论,小牛顿科学馆：全新升级版 （科学蓝，30册礼品装）,接力出版社,¥424.20,425.
邱昭瑜,7122条评论,有故事的汉字（全四辑，当当订制版，套装全12册）,青岛出版社,¥175.10,426.
朱自清,22852条评论,朱自清散文精选（中小学语文新课标必读名著）22000多名读者热评！,人民邮电出版社,¥12.20,402.
老舍,11240条评论,北京的春节,连环画出版社,¥23.80,403.
乔安娜柯尔,1125687条评论,神奇校车大家族（全73册）,贵州人民出版社,¥588.30,404.
林清玄,14884条评论,林清玄：岁月静好 不忘初心（精装典藏版）,北京联合出版公司,¥39.80,405.
罗贯中,103450条评论,三国演义 新课标青少版,中国文史出版社,¥20.40,406.
汤素兰,20516条评论,笨狼的故事注音版·笨狼是谁（全彩美图）,湖南少年儿童出版社,¥15.80,407.
巴金,3374条评论,家（“教育部统编《语文》推荐阅读丛书”）,人民文学出版社,¥37.20,408.
鲁迅,43601条评论,朝花夕拾（七年级上册必读，语文新课标必读丛书，央视朗读者节目,天津人民出版社,¥17.70,369.
霍达,202418条评论,穆斯林的葬礼（2015版）,北京十月文艺出版社,¥37.40,370.
乔一,272663条评论,"我不喜欢这世界,我只喜欢你",湖南少年儿童出版社,¥24.90,371.
龙应台,135730条评论,龙应台“人生三书”全3册套装,广西师范大学出版社,¥65.30,372.
让娜·阿什比,67811条评论,0-3岁行为习惯教养绘本（全6册）,长江少年儿童出版社,¥66.90,373.
海伦·帕尔默,82679条评论,九型人格 : 职场高品质沟通的艺术,北京联合出版公司,¥27.90,395.
张之路,10574条评论,第三军团 曹文轩推荐儿童文学经典书系,北京教育出版社,¥14.60,396.
英国DK公司,63257条评论,DK儿童百科全书系列超值礼品套装（精装全5册）（2018年全新修订版,中国大百科全书出版社,¥448.10,397.
伊索,27496条评论,伊索寓言（新课标，北大知名译者杨海英翻译，非删改&特色编排，按,浙江工商大学出版社,¥14.10,328.
何权峰,99615条评论,格局,江苏文艺出版社,¥27.00,329.
埃莱娜·费兰特,7526条评论,那不勒斯四部曲（函套版）（套装共4册）,人民文学出版社,¥225.00,330.
西汉,71889条评论,史记（新课标）,浙江教育出版社,¥14.70,331.
天下霸唱,115817条评论,鬼吹灯全集 网剧黄皮子坟正在热映 套装共8册,青岛出版社,¥188.50,332.
村上春树,175312条评论,挪威的森林（2018年新版，村上春树的残酷青春物语，现象级的超级,上海译文出版社,¥24.00,333.
陈磊,488148条评论,半小时漫画中国史2（《半小时漫画中国史》系列第2部，其实是一本,海南出版社,¥27.50,359.
孙幼军,35876条评论,小猪唏哩呼噜(彩色注音版上、下),春风文艺出版社,¥35.70,360.
罗娜·雷纳,78534条评论,不吼不叫：如何平静地让孩子与父母合作,上海社会科学院出版社,¥27.40,314.
戈特弗里特·奥古斯特·毕尔格,47308条评论,吹牛大王历险记（新阅读 小学新课标阅读精品书系第二辑）儿童读物,山东教育出版社,¥12.30,315.
吉田纯子,244931条评论,0-4岁幼儿认知小百科（全3册),长江少年儿童出版社,¥79.20,316.
伊东宽,89500条评论,落叶跳舞（2018版 秋季主题阅读首选）,２１世纪出版社,¥24.80,317.
朱碧莲,86573条评论,世说新语(精)上下册--中华经典名著全本全注全译丛书(第三辑),中华书局,¥43.70,441.
罗伯特·B.西奥迪尼,123398条评论,影响力（经典版）（新版）（团购，请致电010-57993380）,北京联合出版公司,¥34.70,427.
赖清河,59336条评论,长青藤国际大奖小说书系：十岁那年,晨光出版社（当当书友会）,¥15.00,428.
比安基,54133条评论,森林报系列 彩色版（全4册）,２１世纪出版社,¥44.10,429.
北猫,104885条评论,米小圈上学记三年级（套装共4册）,四川少儿出版社,¥63.20,409.
罗曼·罗兰,21057条评论,名人传（新课标）著名翻译家傅雷经典译本,浙江工商大学出版社,¥18.80,410.
冰心,35292条评论,繁星·春水（新课标 徐志摩赞其诗“深得泰戈尔思想和艺术精髓”）,浙江工商大学出版社,¥14.40,411.
林清玄,95191条评论,林清玄散文精选,长江文艺出版社,¥22.10,412.
曹文轩,28857条评论,青铜葵花 曹文轩推荐儿童文学经典书系 ,北京教育出版社,¥12.20,374.
乔安娜柯尔,332484条评论,神奇校车·动画版（全10册）,贵州人民出版社,¥83.90,375.
儒勒·凡尔纳,15699条评论,海底两万里（著名翻译家陈筱卿法文原作直译，未删节全译本！）,西安交通大学出版社,¥27.30,376.
川端康成,244861条评论,雪国,南海出版公司,¥28.30,377.
谢尔·希尔弗斯坦,193703条评论,爱心树（2018版）,北京联合出版有限公司,¥27.60,378.
戈登,99000条评论,（PET）P.E.T.父母效能训练:让亲子沟通如此高效而简单,中国发展出版社,¥24.10,398.
稻盛和夫,171517条评论,活法,东方出版社,¥16.20,399.
赛西·高夫,95690条评论,遇见孩子，遇见更好的自己,新世界出版社,¥24.80,400.
泰戈尔,27364条评论,泰戈尔诗集：新月集·飞鸟集（新课标，郑振铎经典译本）,浙江工商大学出版社,¥14.10,334.
闻钟,5428条评论,海底两万里 骆驼祥子 部编教材七年级（下）推荐必读名著（套装共,商务印书馆,¥19.80,335.
北猫,40698条评论,姜小牙上学记（套装共4册）,四川少儿出版社,¥56.90,318.
桑妮,139586条评论,且以优雅过一生：杨绛传（杨绛传记的标杆之作）,湖南文艺出版社,¥26.70,319.
百鹤文化,83169条评论,写给儿童的成语故事（全10册）,贵州教育出版社,¥238.80,320.
雨果,33518条评论,巴黎圣母院（北大西语系翻译家李玉民全译本，“世界十大名著”“,西安交通大学出版社,¥27.70,442.
凯利,456550条评论,自控力（2017年纪念新版）,文化发展出版社,¥31.10,443.
木心,137502条评论,文学回忆录（木心留给世界的礼物，陈丹青五年听课笔录）,广西师范大学出版社,¥58.80,444.
埃里克·马瑟斯,62041条评论,Python编程 从入门到实践,人民邮电出版社,¥62.00,445.
韩小良,121条评论,Excel高效数据处理分析——效率是这样炼成的！,水利水电出版社,¥47.20,446.
奥德弗雷德普鲁士勒,59430条评论,大盗贼 (共3册）,二十一世纪出版社,¥39.70,447.
尼.奥斯特洛夫斯基,2395条评论,钢铁是怎样炼成的 八年级下 人教版名著阅读课程化丛书 教育部统编,人民教育出版社,¥42.50,430.
戴尔·卡耐基,67085条评论,人性的弱点大全集（人性的弱点+人性的优点）（薛之谦推荐。20世纪,天津人民出版社,¥35.40,431.
亨利戴维梭罗,139506条评论,瓦尔登湖（瓦尔登湖畔，不只是身体的栖息之所，更是精神的沉思之,作家出版社,¥16.50,432.
东野圭吾,214279条评论,东野圭吾：时生（东野圭吾暖心力作）,南海出版公司,¥34.90,413.
路遥,264047条评论,人生（影响千万青年的励志名篇-- 马云、贾樟柯倾情推荐！）,北京十月文艺出版社,¥19.70,414.
柯蒂斯·道金斯,26766条评论,格雷巴旅馆（作者被判终身监禁，此刻故事正在发生……媲美《肖申,百花洲文艺出版社,¥42.00,415.
弗雷德里克·巴克曼,14209条评论,熊镇（吴磊领读书目，马天宇私人书单，新的一年起，找到你要守护,四川文艺出版社,¥33.20,416.
欧内斯特·海明威,22662条评论,老人与海（新课标，详注版。也作“海明威小说选”）,浙江工商大学出版社,¥15.40,417.
陈忠实,73322条评论,白鹿原,作家出版社,¥20.90,418.
汉斯·尤尔根·普雷斯,20201条评论,游戏中的科学（2017年修订版）,山西人民出版社发行部,¥25.10,419.
叶圣陶,45195条评论,稻草人（新课标， 中国第一本童话集，鲁迅点赞的儿童文学大师叶圣,安徽教育出版社,¥14.40,379.
沈从文,5949条评论,边城,北京十月文艺出版社,¥30.00,380.
入山智,102917条评论,小鸡球球触感玩具书：全5册,长江少年儿童出版社,¥165.80,336.
李泽厚,141949条评论,美的历程（李泽厚代表名作）,生活.读书.新知三联书店,¥33.80,337.
安野光雅,61074条评论,安野光雅“美丽的数学”系列 （共5册）,九州出版社,¥55.60,338.
任溶溶,71532条评论,“没头脑”和“不高兴”任溶溶幽默儿童文学创作（注音版）典藏本,浙江少年儿童出版社,¥70.00,339.
赵国庆,103364条评论,小学思维训练：思维导图,北京师范大学出版社,¥23.70,340.
贝特朗·菲舒,40749条评论,人类简史（绘本版）：给孩子的世界历史超图解,中信出版社,¥80.90,448.
歪歪兔关键期早教项目组,68507条评论,学会管自己幼儿版-歪歪兔自控力教育系列绘本,海豚出版社,¥51.70,449.
曹文轩,6166条评论,和大人一起读（一至四册） 一年级上册 曹文轩 陈先云 主编 统编语,人民教育出版社,¥38.60,433.
简·尼尔森,122562条评论,《正面管教 A-Z》：日常养育难题的1001个解决方案（畅销书《正面,北京联合出版公司,¥37.50,434.
尤瓦尔·赫拉利,162041条评论,未来简史       一本好书 腾讯视频栏目推荐,中信出版社,¥51.00,435.
吴承恩,68093条评论,西游记 新课标青少版,中国文史出版社,¥20.40,436.
肯尼斯格雷厄姆,117414条评论,柳林风声,贵州人民出版社,¥69.70,437.
曲波,4068条评论,林海雪原（教育部统编《语文》推荐阅读丛书）,人民文学出版社,¥40.30,438.
杉泽,68923条评论,观山海（“百鬼画师”杉泽绝美诠释山海经）,湖南文艺出版社,¥92.40,420.
袁腾飞,141978条评论,这个历史挺靠谱：袁腾飞讲历史（全三册）,湖南人民出版社,¥58.40,450.
安房直子,86524条评论,安房直子幻想小说系列（共6册）,少年儿童出版社,¥64.50,451.
J.J.艾布拉姆斯,98885条评论,S.忒修斯之船（简体中文典藏复刻版）,中信出版社,¥104.80,452.
刘慈欣,82150条评论,三体（刘慈欣代表作，亚洲首部雨果奖获奖作品！）,重庆出版社,¥15.30,453.
大仲马,11227条评论,基督山伯爵（余华不吃不喝不睡，疯了般读完《基督山伯爵》！人类,江苏凤凰文艺出版社,¥126.00,461.
朱光潜,5108条评论,给青年的十二封信（教育部新编初中语文八年级教材指定阅读书目）,译林出版社,¥22.20,439.
曹文轩,67375条评论,火印（入选2018年中版好书“镇社之宝”书单，入选国家新闻出版广,天天出版社有限责任公司,¥16.20,440.
安德斯·艾利克森,109464条评论,刻意练习：如何从新手到大师,机械工业出版社,¥23.40,454.
弗雷德马塞利诺,53152条评论,穿靴子的猫,二十一世纪出版社,¥26.00,455.
奥黛莉·克伦毕斯,39090条评论,国际大奖小说升级版——屋顶上的小孩,新蕾出版社,¥15.70,456.
老舍,13906条评论,骆驼祥子 人民文学出版社插图本 七年级下册必读,人民文学出版社,¥24.40,457.
崔先圭,19930条评论,小学生好习惯系列-我的时间管理习惯没问题！,现代出版社,¥17.90,458.
德鲁克,201240条评论,卓有成效的管理者（珍藏版）（团购，请致电010-57993380）,机械工业出版社,¥18.00,462.
曹雪芹,121436条评论,权威定本四大名著： 红楼梦 三国演义  水浒传  西游记 当当网全国,人民文学出版社,¥155.60,459.
露丝·克劳斯,4259条评论,胡萝卜的种子,北京联合出版有限公司,¥23.50,460.
东野圭吾,102224条评论,新参者（2016版）,南海出版公司,¥34.90,481.
舒比格,62214条评论,当世界年纪还小的时候,四川少儿出版社,¥15.50,463.
朱光潜,53489条评论,朱光潜谈美,华东师范大学出版社,¥12.80,464.
苑子豪,35961条评论,我们最好的十年（北大双胞胎苑子豪新书，苑子文推荐）,中国友谊出版公司,¥31.00,465.
卡洛·科洛迪,22180条评论,木偶奇遇记（新课标 浙大文学博士、青年翻译家凌喆译）,浙江工商大学出版社,¥13.40,482.
吴庆芳,28579条评论,走进小古文·阅读与训练（供小学生使用）（第2版）,上海交通大学出版社,¥20.20,483.
王早早,98717条评论,安的种子,海燕出版社,¥21.90,484.
兰道尔·门罗,59689条评论,what if那些古怪又让人忧心的问题（珍藏版）,北京联合出版公司,¥40.10,485.
艾萨克阿西莫夫,47884条评论,银河帝国：基地七部曲（被马斯克用火箭送上太空的科幻神作，讲述,江苏文艺出版社,¥259.10,486.
张德芬,189447条评论,遇见未知的自己（全新修订版）,湖南文艺出版社,¥22.40,487.
稻盛和夫,8905条评论,稻盛和夫阿米巴经营经典套装（理论+实践）（当当独家定制套装）（,中国大百科全书出版社,¥56.10,466.
闻钟,47553条评论,四大名著  三国演义 水浒传 红楼梦 西游记 新课标必读 无障碍阅读,商务印书馆,¥38.40,467.
奥斯特洛夫斯基,22148条评论,钢铁是怎样炼成的（俄中直译全译本，北师大著名翻译家牧野翻译，,西安交通大学出版社,¥25.50,468.
尼.奥斯特洛夫斯基,73248条评论,钢铁是怎样炼成的（最新版）语文新课标必读丛书/义务教育部分,人民文学出版社,¥16.30,469.
马伯庸,3536条评论,古董局中局套装全4册（2018全新修订）,湖南文艺出版社,¥184.80,470.
闻钟,8065条评论,中国古代寓言故事 统编语文教科书三年级（下）指定阅读 快乐读书,南京大学出版社,¥12.80,471.
村井贞之,97531条评论,夏目友人帐,百花洲文艺出版社,¥21.90,488.
沈石溪,10200条评论,沈石溪画本·狼王梦（套装）（共4册）,长江少年儿童出版社,¥63.20,489.
斯皮罗,13041条评论,数字的秘密生活：最有趣的50个数学故事 ,上海科技教育出版社,¥13.90,490.
莫泊桑,53092条评论,"莫泊桑短篇小说集(世界文学经典)(世界短篇小说的典范,辛辣讽刺和",北京燕山出版社,¥22.10,491.
成语大词典,129687条评论,成语大词典（彩色本）最新修订版 60000多名读者热评！团购电话40,商务印书馆国际有限公司,¥64.90,492.
梅子涵,16977条评论,戴小桥和他的哥们儿系列（共6册）,新蕾出版社,¥75.80,493.
特德·休斯,1707条评论,长青藤国际大奖小说套装系列·第二辑（全10册 当当精选）,云南出版集团公司 晨光出版社,¥159.10,494.
迪卡米洛,132262条评论,国际大奖小说——爱德华的奇妙之旅（精装本）,新蕾出版社,¥22.80,472.
孙幼军,36506条评论,怪老头儿 曹文轩推荐儿童文学经典书系 12000多名读者热评！,北京教育出版社,¥17.30,473.
王国维,38515条评论,人间词话（新版！汪涵推荐，未删减精装珍藏本！无需古文基础，就,浙江文艺出版社,¥42.00,474.
赵艺贞,43956条评论,从小爱数学（全20册）,湖南少年儿童出版社,¥105.60,475.
乔斯夫托普森,68167条评论,我的大画本（全3册）,陕西人民教育出版社,¥58.70,476.
阿加莎,46187条评论,无人生还（精装纪念版）,新星出版社,¥27.60,495.
卡罗尔·罗思,67914条评论,把坏脾气收起来,北京科学技术出版社,¥28.40,496.
沈从文,30414条评论,边城,江苏人民出版社,¥20.50,497.
阿耐,27887条评论,大江大河四部曲（电视剧《大江大河》原著小说，王凯、杨烁、董子,北京联合出版有限公司,¥252.80,498.
斯蒂芬·茨威格,18592条评论,人类群星闪耀时（《一个陌生女人的来信》作者茨威格的传记杰作，,时代文艺出版社,¥18.80,499.
陈梦敏,319095条评论,学会管自己（歪歪兔独立成长童话）,海豚出版社,¥80.90,500.
司马迁,146016条评论,史记（精装新版，全三册）,岳麓书社,¥96.00,477.
稻盛和夫,77049条评论,干法（团购，请致电010-57993380）,机械工业出版社,¥25.00,478.
维尔纳霍尔茨瓦特,169824条评论,是谁嗯嗯在我的头上,河北教育出版社,¥28.20,479.
李文儒,31215条评论,故宫院长说故宫 图文并茂 全彩精装,天地出版社,¥44.20,480.
